region	dm_method	lag	models_params	predictors_dict	selected_predictors	accuracy. mean	recall. mean	fscore. mean	accuracy. std	recall. std	fscore. std	K-Fscores	nb_predictors
Cerebellar.Anterior	k_medoids	6	{'random_state': 5, 'n_estimators': 10, 'max_features': 'auto', 'max_depth': 1000, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['UnionSocioItems_P', 'Smiles_I', 'AUs_mouth_I', 'IPU_P', 'SpeechRate_P', 'Feedbacks_P', 'TypeTokenRatio_P', 'Pupil_area_P']	['IPU_P_t6', 'IPU_P_t5', 'Pupil_area_P_t6', 'Pupil_area_P_t5', 'Pupil_area_P_t4', 'Pupil_area_P_t3', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'Feedbacks_P_t3', 'UnionSocioItems_P_t6', 'TypeTokenRatio_P_t6', 'SpeechRate_P_t6', 'SpeechRate_P_t5', 'Smiles_I_t6', 'AUs_mouth_I_t6', 'AUs_mouth_I_t4', 'AUs_mouth_I_t3']	0.5351409308245989	0.7	0.58	0.026666792245004168	0.0969394674828723	0.07428386588595555	0.4932810869766818,0.6143875640516697,0.7085067652467738,0.5229818242481279,0.47731241803759894,0.5797395599145838,0.5869703813362437,0.5495841555035522,0.6784135700671762	8
Cerebellar.Posterior	k_medoids	6	{'random_state': 5, 'n_estimators': 50, 'max_features': 'auto', 'max_depth': 1000, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['LexicalRichness_P', 'Angry_I', 'IPU_P', 'Overlap_I', 'Head_Tz_I', 'UnionSocioItems_P', 'TypeTokenRatio_P', 'Feedbacks_P']	['IPU_P_t6', 'Feedbacks_P_t6', 'Feedbacks_P_t4', 'Feedbacks_P_t3', 'UnionSocioItems_P_t6', 'UnionSocioItems_P_t3', 'LexicalRichness_P_t5', 'LexicalRichness_P_t3', 'TypeTokenRatio_P_t6', 'Overlap_I_t3', 'Head_Tz_I_t5', 'Angry_I_t6', 'Angry_I_t5']	0.5115346933423144	0.7	0.54	0.013355305943994044	0.0286971217710416	0.035144438712269965	0.5350824598009009,0.5207904578941122,0.5877792427252976,0.5616867311263234,0.4668328661366665,0.5408657014554895,0.5830514818163853,0.5120772759994385,0.5387391376354143	8
DefaultMode.LP_L	k_medoids	6	{'random_state': 5, 'n_estimators': 300, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['Feedbacks_P', 'IPU_P', 'TypeTokenRatio_P', 'SpeechRate_P', 'LexicalRichness_P', 'Angry_I', 'UnionSocioItems_P', 'Direct_gaze_I', 'IPU_I', 'Happy_I']	['IPU_P_t6', 'IPU_P_t4', 'IPU_I_t6', 'IPU_I_t5', 'Direct_gaze_I_t5', 'Feedbacks_P_t6', 'Feedbacks_P_t5', 'UnionSocioItems_P_t4', 'LexicalRichness_P_t4', 'LexicalRichness_P_t3', 'TypeTokenRatio_P_t4', 'SpeechRate_P_t4', 'Angry_I_t6', 'Angry_I_t4', 'Angry_I_t3', 'Happy_I_t6']	0.5228899906760183	0.66	0.55	0.009958232846459516	0.05212929462371342	0.02870491647325396	0.515315058562052,0.5147150614064685,0.6018701679123211,0.5403655077148141,0.524139234912432,0.543849958352093,0.5812805927694799,0.5536668950418175,0.5720601237842617	10
DefaultMode.LP_R	k_medoids	6	{'random_state': 5, 'n_estimators': 5, 'max_features': 'auto', 'max_depth': 5, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['ReactionTime_I', 'Subjectivity_I', 'Feedbacks_P', 'Direct_gaze_I', 'LexicalRichness_P', 'Overlap_I', 'TypeTokenRatio_I', 'disc_IPU_P', 'Polarity_P', 'Discourses_I', 'IPU_P', 'disc_IPU_I', 'ReactionTime_P', 'Gaze_movement_quantity_P', 'IPU_I', 'Smiles_I', 'SpeechRate_P']	['Feedbacks_P_t6', 'Feedbacks_P_t3', 'SpeechRate_P_t6', 'SpeechRate_P_t5', 'SpeechRate_P_t4', 'Smiles_I_t5', 'IPU_P_t6', 'IPU_P_t5', 'IPU_P_t4', 'ReactionTime_P_t6', 'ReactionTime_P_t4', 'Polarity_P_t6', 'Polarity_P_t4', 'Polarity_P_t3', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t4', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'disc_IPU_P_t4', 'TypeTokenRatio_I_t5', 'disc_IPU_I_t3', 'ReactionTime_P_t3', 'ReactionTime_I_t6', 'ReactionTime_I_t5', 'Direct_gaze_I_t3', 'LexicalRichness_P_t6', 'Overlap_I_t6', 'Discourses_I_t6', 'Discourses_I_t5', 'Gaze_movement_quantity_P_t6', 'Gaze_movement_quantity_P_t3', 'TypeTokenRatio_I_t3', 'disc_IPU_I_t6', 'disc_IPU_I_t5', 'disc_IPU_I_t4', 'TypeTokenRatio_I_t6', 'Subjectivity_I_t6', 'TypeTokenRatio_I_t4']	0.5450352714722647	0.65	0.56	0.015239251581689154	0.0784378213351704	0.036468856604472126	0.5320681317217779,0.5983460305305736,0.6120819708712648,0.5700476930518048,0.6022781058322478,0.5497048610598798,0.514312461795115,0.5112956991432005,0.5864930575121067	17
DefaultMode.MPFC	mi_rank	6	{'random_state': 5, 'n_estimators': 10, 'max_features': 'auto', 'max_depth': 5, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['IPU_P', 'Pupil_area_P']	['IPU_P_t3', 'Pupil_area_P_t4']	0.5510673443372124	0.62	0.57	0.01974925997370225	0.0564252580251712	0.02454585611659583	0.5626835312719911,0.6034147746005555,0.6170506264703486,0.5860420242920619,0.5584235694509672,0.547210191907856,0.5959584771521302,0.5536617550705761,0.5498675959469649	2
DefaultMode.PCC	mi_rank	6	{'random_state': 5, 'n_estimators': 300, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['AU_all_I', 'Pupil_area_P', 'AUs_mouth_I', 'TypeTokenRatio_P', 'Overlap_I', 'IPU_I', 'Mouth_looks_P', 'Blinks_P', 'Head_R_movement_quantity_I', 'Sad_I', 'Head_Tx_I', 'AU_eyes_I', 'Saccades_P', 'Face_looks_P', 'Eyes_looks_P', 'Head_T_movement_quantity_I', 'Happy_I']	['Saccades_P_t3', 'Happy_I_t6', 'TypeTokenRatio_P_t4', 'Saccades_P_t6', 'IPU_I_t5', 'Sad_I_t3', 'AUs_mouth_I_t4', 'Overlap_I_t5', 'Head_Tx_I_t4', 'IPU_I_t6', 'Overlap_I_t3', 'Happy_I_t5', 'AU_all_I_t4', 'Eyes_looks_P_t5', 'Overlap_I_t4', 'Mouth_looks_P_t5', 'Blinks_P_t6', 'Head_R_movement_quantity_I_t3', 'AU_eyes_I_t6', 'Mouth_looks_P_t3', 'Head_T_movement_quantity_I_t3', 'Happy_I_t4', 'AU_eyes_I_t5', 'Blinks_P_t3', 'Blinks_P_t4', 'Blinks_P_t5', 'AUs_mouth_I_t3', 'Eyes_looks_P_t4', 'Mouth_looks_P_t6', 'AU_eyes_I_t4', 'AU_eyes_I_t3', 'Mouth_looks_P_t4', 'Face_looks_P_t6', 'Happy_I_t3', 'AU_all_I_t3', 'Face_looks_P_t3', 'Face_looks_P_t5', 'Face_looks_P_t4', 'Pupil_area_P_t3', 'Pupil_area_P_t5', 'Pupil_area_P_t4', 'Pupil_area_P_t6']	0.526490845178171	0.74	0.56	0.02981690162936827	0.0917080897104668	0.06055901891728845	0.4479376318786476,0.6077336852374745,0.5492773369375654,0.6241178235516652,0.6071911714369211,0.5759238168722237,0.4775002333115666,0.5118423529976042,0.6093204543794731	17
DorsalAttention.FEF_L	k_medoids	6	{'random_state': 5, 'n_estimators': 300, 'max_features': 'auto', 'max_depth': 10, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['disc_IPU_P', 'TypeTokenRatio_I', 'ReactionTime_P', 'IPU_P', 'Neutral_I', 'Feedbacks_P', 'ReactionTime_I', 'disc_IPU_I', 'Subjectivity_I', 'IPU_I', 'LexicalRichness_P']	['Feedbacks_P_t6', 'Feedbacks_P_t5', 'Feedbacks_P_t4', 'Feedbacks_P_t3', 'IPU_P_t6', 'ReactionTime_P_t6', 'ReactionTime_P_t5', 'IPU_I_t6', 'IPU_I_t5', 'IPU_I_t3', 'disc_IPU_P_t6', 'disc_IPU_P_t5', 'TypeTokenRatio_I_t5', 'disc_IPU_I_t3', 'Neutral_I_t5', 'ReactionTime_P_t3', 'ReactionTime_I_t6', 'Neutral_I_t3', 'LexicalRichness_P_t6', 'LexicalRichness_P_t5', 'LexicalRichness_P_t4', 'LexicalRichness_P_t3', 'TypeTokenRatio_I_t3', 'disc_IPU_I_t6', 'TypeTokenRatio_I_t6', 'Subjectivity_I_t6', 'TypeTokenRatio_I_t4']	0.5315089718326871	0.71	0.57	0.01996825501803041	0.03888630654570189	0.03281426837955932	0.5396362949776534,0.5368467909116428,0.6044655281467426,0.5735317162257644,0.5705944798301485,0.5421719105278813,0.6047525239304506,0.6312273019710009,0.5423379154133608	11
DorsalAttention.FEF_R	mi_rank	6	{'random_state': 5, 'n_estimators': 5, 'max_features': 'auto', 'max_depth': 100, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['Gaze_movement_quantity_P', 'Neutral_I', 'Saccades_P', 'Face_looks_P', 'Blinks_P', 'Mouth_looks_P', 'Head_R_movement_quantity_I', 'IPU_P', 'Pupil_area_P']	['Neutral_I_t4', 'IPU_P_t3', 'Neutral_I_t3', 'Pupil_area_P_t3', 'Head_R_movement_quantity_I_t5', 'Neutral_I_t6', 'Neutral_I_t5', 'Gaze_movement_quantity_P_t3', 'Saccades_P_t6', 'Blinks_P_t6', 'Mouth_looks_P_t6', 'Face_looks_P_t6']	0.5177059252767237	0.78	0.58	0.019221584046565772	0.04459660713996071	0.05703148491843828	0.5349806758847209,0.5955493787347697,0.5439978680250818,0.4960914457137959,0.6222645379248178,0.6511887423304972,0.6805316750327239,0.5544198363301457,0.5474792459708949	9
DorsalAttention.IPS_L	mi_rank	6	{'random_state': 5, 'n_estimators': 100, 'max_features': 'auto', 'max_depth': 100, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['Gaze_movement_quantity_P']	['Gaze_movement_quantity_P_t4', 'Gaze_movement_quantity_P_t5']	0.5238903218450307	0.74	0.56	0.01787567580775044	0.06964966938441003	0.055273795965811515	0.5054975704545471,0.5290020126041645,0.5925439009241309,0.5714096777926565,0.5132895652023044,0.6472230151470841,0.5207753799951844,0.6603076914972633,0.527300700605219	1
DorsalAttention.IPS_R	mi_rank	6	{'random_state': 5, 'n_estimators': 100, 'max_features': 'auto', 'max_depth': 50, 'class_weight': 'balanced_subsample', 'bootstrap': True}	['Pupil_area_P', 'Gaze_movement_quantity_P']	['Gaze_movement_quantity_P_t6', 'Pupil_area_P_t6']	0.5125850413436062	0.72	0.54	0.005624748106063568	0.06834830286164381	0.033503657636734456	0.5430219978362785,0.5081516891020685,0.5175988854468772,0.5338769639632818,0.5028333014070681,0.5677447668617537,0.6200697446510032,0.5435693592203165,0.5426143741006405	2
